Book Title,Level,Ex,Sub,Topic,Description,Resource ID,Difficulty Level,,
Q-Setter,P4,12,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0247_FIB_Qns,1,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0248_FIB_Qns,1,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0249_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0250_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0251_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0252_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0253_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0254_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0255_FIB_Qns,1,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0256_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0257_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0258_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0260_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0261_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0262_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Area,PMA_Qsetter_P4_0_0263_FIB_Qns,2,,
Q-Setter,P4,13,A,Area and Perimeter,Perimeter,PMA_Qsetter_P4_0_0264_FIB_Qns,2,,
Q-Setter,P4,13,A,Tables,Tables,PMA_Qsetter_P4_0_0265_MCQ_Qns,2,,
Q-Setter,P4,13,A,Tables,Tables,PMA_Qsetter_P4_0_0266_MCQ_Qns,2,,
Q-Setter,P4,13,A,Tables,Tables,PMA_Qsetter_P4_0_0267_MCQ_Qns,2,,
Q-Setter,P4,13,A,Tables,Tables,PMA_Qsetter_P4_0_0268_MCQ_Qns,2,,
Q-Setter,P4,14,A,Tables,Tables,PMA_Qsetter_P4_0_0269_MCQ_Qns,2,,
Q-Setter,P4,14,A,Tables,Tables,PMA_Qsetter_P4_0_0270_MCQ_Qns,2,,
Q-Setter,P4,14,A,Tables,Tables,PMA_Qsetter_P4_0_0271_FIB_Qns,2,,
Q-Setter,P4,14,A,Tables,Tables,PMA_Qsetter_P4_0_0272_FIB_Qns,2,,
Q-Setter,P4,14,A,Tables,Tables,PMA_Qsetter_P4_0_0273_FIB_Qns,2,,
Q-Setter,P4,14,A,Tables,Tables,PMA_Qsetter_P4_0_0275_FIB_Qns,2,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0276_MCQ_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0277_MCQ_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0278_MCQ_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0279_MCQ_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0280_MCQ_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0281_FIB_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0282_FIB_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0283_FIB_Qns,1,,
Q-Setter,P4,14,A,Angles,Angles,PMA_Qsetter_P4_0_0284_FIB_Qns,2,,
Q-Setter,P4,14,A,Symmetry,Symmetry,PMA_Qsetter_P4_0_0286_MCQ_Qns,1,,
Q-Setter,P4,14,A,Symmetry,Symmetry,PMA_Qsetter_P4_0_0287_MCQ_Qns,1,,
Q-Setter,P4,14,A,Symmetry,Symmetry,PMA_Qsetter_P4_0_0288_MCQ_Qns,2,,
Q-Setter,P4,14,A,Symmetry,Symmetry,PMA_Qsetter_P4_0_0289_MCQ_Qns,2,,
Q-Setter,P4,14,A,Symmetry,Symmetry,PMA_Qsetter_P4_0_0290_MCQ_Qns,3,,
Q-Setter,P4,15,A,Symmetry,Symmetry,PMA_Qsetter_P4_0_0291_FIB_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0297_FIB_Qns,3,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0298_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0299_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0300_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0301_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0302_MCQ_Qns,2,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0303_MCQ_Qns,2,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0304_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0305_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0306_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0307_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0308_MCQ_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0310_FIB_Qns,3,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0311_FIB_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0312_FIB_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0313_FIB_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0315_FIB_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0316_FIB_Qns,1,,
Q-Setter,P4,15,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0317_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0318_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0319_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0320_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0324_FIB_Qns,3,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0325_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0326_FIB_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0327_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0328_FIB_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0329_FIB_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0330_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0331_FIB_Qns,1,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0332_FIB_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0333_FIB_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0334_FIB_Qns,3,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0335_MCQ_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0336_MCQ_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0337_MCQ_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0338_MCQ_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0339_MCQ_Qns,2,,
Q-Setter,P4,16,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0340_MCQ_Qns,2,,
Q-Setter,P4,17,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0341_MCQ_Qns,2,,
Q-Setter,P4,17,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0342_MCQ_Qns,2,,
Q-Setter,P4,17,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0343_MCQ_Qns,2,,
Q-Setter,P4,17,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0344_MCQ_Qns,2,,
Q-Setter,P4,17,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0347_FIB_Qns,2,,
Q-Setter,P4,17,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0348_FIB_Qns,1,,
Q-Setter,P4,17,A,Figures,Geometrical figures,PMA_Qsetter_P4_0_0349_FIB_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0350_MCQ_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0351_MCQ_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0352_MCQ_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0353_MCQ_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0354_MCQ_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0355_MCQ_Qns,2,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0356_MCQ_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0357_FIB_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0358_FIB_Qns,1,,
Q-Setter,P4,17,A,Fractions,Fractions,PMA_Qsetter_P4_0_0359_FIB_Qns,1,,
Q-Setter,P4,17,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0361_MCQ_Qns,1,,
Q-Setter,P4,17,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0362_MCQ_Qns,1,,
Q-Setter,P4,17,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0363_MCQ_Qns,1,,
Q-Setter,P4,18,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0364_MCQ_Qns,1,,
Q-Setter,P4,18,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0365_MCQ_Qns,1,,
Q-Setter,P4,18,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0366_MCQ_Qns,2,,
Q-Setter,P4,18,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0367_FIB_Qns,1,,
Q-Setter,P4,18,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0368_FIB_Qns,1,,
Q-Setter,P4,18,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0369_FIB_Qns,1,,
Q-Setter,P4,18,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0370_FIB_Qns,2,,
Q-Setter,P4,18,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0371_FIB_Qns,2,,
Q-Setter,P4,18,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0372_FIB_Qns,2,,
Q-Setter,P4,18,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0373_FIB_Qns,2,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0374_MCQ_Qns,1,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0375_MCQ_Qns,1,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0376_FIB_Qns,1,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0377_FIB_Qns,1,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0378_FIB_Qns,2,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0379_FIB_Qns,2,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0380_FIB_Qns,2,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0381_FIB_Qns,2,,
Q-Setter,P4,18,A,Multiplication,Multiplication,PMA_Qsetter_P4_0_0382_FIB_Qns,2,,
Q-Setter,P4,18,A,Decimals,Decimals,PMA_Qsetter_P4_0_0383_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0384_MCQ_Qns,2,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0385_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0386_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0387_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0388_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0389_MCQ_Qns,2,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0390_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0391_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0392_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0393_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0394_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0395_MCQ_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0396_MCQ_Qns,2,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0397_MCQ_Qns,2,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0398_FIB_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0399_FIB_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0400_FIB_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0401_FIB_Qns,1,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0402_FIB_Qns,2,,
Q-Setter,P4,19,A,Decimals,Decimals,PMA_Qsetter_P4_0_0403_FIB_Qns,2,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0404_FIB_Qns,2,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0405_FIB_Qns,1,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0406_FIB_Qns,1,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0407_FIB_Qns,2,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0408_FIB_Qns,1,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0410_FIB_Qns,1,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0411_FIB_Qns,1,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0412_FIB_Qns,2,,
Q-Setter,P4,20,A,Decimals,Decimals,PMA_Qsetter_P4_0_0413_FIB_Qns,2,,
Q-Setter,P4,20,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0414_MCQ_Qns,1,,
Q-Setter,P4,20,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0415_MCQ_Qns,1,,
Q-Setter,P4,20,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0416_MCQ_Qns,2,,
Q-Setter,P4,20,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0417_MCQ_Qns,1,,
Q-Setter,P4,20,A,Addition and Subtraction,Subtraction,PMA_Qsetter_P4_0_0418_MCQ_Qns,1,,
Q-Setter,P4,20,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0419_MCQ_Qns,2,,
Q-Setter,P4,20,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0420_FIB_Qns,1,,
Q-Setter,P4,20,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0421_FIB_Qns,1,,
Q-Setter,P4,20,A,Addition and Subtraction,Addition,PMA_Qsetter_P4_0_0422_FIB_Qns,2,,
Q-Setter,P4,20,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0423_FIB_Qns,2,,
Q-Setter,P4,20,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0424_MCQ_Qns,2,,
Q-Setter,P4,21,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0425_MCQ_Qns,1,,
Q-Setter,P4,21,A,Addition and Subtraction,Division,PMA_Qsetter_P4_0_0426_MCQ_Qns,1,,
Q-Setter,P4,21,A,Addition and Subtraction,Division,PMA_Qsetter_P4_0_0427_MCQ_Qns,2,,
Q-Setter,P4,21,A,Addition and Subtraction,Division,PMA_Qsetter_P4_0_0428_FIB_Qns,1,,
Q-Setter,P4,21,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0429_FIB_Qns,1,,
Q-Setter,P4,21,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0430_FIB_Qns,1,,
Q-Setter,P4,21,A,Addition and Subtraction,Division,PMA_Qsetter_P4_0_0431_FIB_Qns,2,,
Q-Setter,P4,21,A,Addition and Subtraction,Division,PMA_Qsetter_P4_0_0432_FIB_Qns,2,,
Q-Setter,P4,21,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0433_FIB_Qns,2,,
Q-Setter,P4,21,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0434_FIB_Qns,2,,
Q-Setter,P4,21,A,Addition and Subtraction,Multiplication,PMA_Qsetter_P4_0_0435_FIB_Qns,2,,
